Time,Latitude,Longitude,Altitude,AltitudeDiff,Distance,Speed,Grade,HeartRate,Acceleration,HeartRate1min,HeartRate5min,HeartRate10min
2017-09-02T13:16:18Z,30.3128610,-97.7326940,195.8,0.0,3.4,0.0,0,79,0,79,79,79
2017-09-02T13:16:19Z,30.3128270,-97.7326960,195.8,0.0,7.0,0.0,0,79,0,79,79,79
2017-09-02T13:16:20Z,30.3127920,-97.7326860,195.8,0.0,10.7,12.96,0,78,0,78,78,78
2017-09-02T13:16:21Z,30.3127460,-97.7326740,195.8,0.0,14.4,13.32,0,78,0,78,78,78
2017-09-02T13:16:22Z,30.3126950,-97.7326610,195.8,0.0,18.1,13.32,0,78,0,78,78,78
2017-09-02T13:16:23Z,30.3126660,-97.7326340,195.8,0.0,22.2,13.68,0,78,0,78,78,78
2017-09-02T13:16:24Z,30.3126310,-97.7326130,195.6,0.0,26.3,14.04,0,77,0,77,77,77
2017-09-02T13:16:25Z,30.3125910,-97.7326070,195.6,0.0,30.5,14.4,0,79,0,79,79,79
2017-09-02T13:16:26Z,30.3125520,-97.7326020,195.6,0.0,35.0,14.76,0,80,0,80,80,80
2017-09-02T13:16:27Z,30.3125230,-97.7326130,195.6,0.0,40.0,15.840000000000002,0,82,0,82,82,82
2017-09-02T13:16:28Z,30.3124820,-97.7326250,195.6,0.0,45.2,16.56,0,83,0,83,83,83
2017-09-02T13:16:29Z,30.3124320,-97.7326320,195.4,0.0,50.6,17.64,0,85,0,85,85,85
2017-09-02T13:16:30Z,30.3123820,-97.7326370,195.4,0.0,56.4,18.720000000000002,0,87,0,87,87,87
2017-09-02T13:16:31Z,30.3123310,-97.7326400,195.4,0.0,62.4,19.8,0,89,0,89,89,89
2017-09-02T13:16:32Z,30.3122820,-97.7326520,195.4,0.0,68.6,20.52,0,89,0,89,89,89
2017-09-02T13:16:33Z,30.3122240,-97.7326590,195.2,0.0,74.9,21.240000000000002,0,91,0,91,91,91
2017-09-02T13:16:34Z,30.3121630,-97.7326660,195.0,0.0,81.4,22.32,0,93,0,93,93,93
2017-09-02T13:16:35Z,30.3121040,-97.7326760,194.6,0.0,88.1,22.68,0,95,0,95,95,95
2017-09-02T13:16:36Z,30.3120440,-97.7326850,194.4,0.0,94.8,23.400000000000002,0,95,0,95,95,95
2017-09-02T13:16:37Z,30.3119890,-97.7326990,194.2,0.0,101.7,23.759999999999998,0,95,0,95,95,95
2017-09-02T13:16:38Z,30.3119300,-97.7327090,194.2,0.0,108.5,24.12,0,96,0,96,96,96
2017-09-02T13:16:39Z,30.3118640,-97.7327230,194.0,0.0,115.4,24.48,0,96,0,96,96,96
2017-09-02T13:16:40Z,30.3118020,-97.7327340,194.2,0.0,122.3,24.48,0,95,0,95,95,95
2017-09-02T13:16:41Z,30.3117410,-97.7327450,194.2,0.0,129.2,24.840000000000003,0,93,0,93,93,93
2017-09-02T13:16:42Z,30.3116800,-97.7327610,194.2,0.0,136.0,24.840000000000003,0,92,0,92,92,92
2017-09-02T13:16:43Z,30.3116260,-97.7327730,194.2,0.0,142.9,24.840000000000003,0,92,0,92,92,92
2017-09-02T13:16:44Z,30.3115630,-97.7327880,194.2,0.0,149.7,24.840000000000003,0,91,0,91,91,91
2017-09-02T13:16:45Z,30.3115010,-97.7328060,194.2,0.0,156.4,24.48,0,91,0,91,91,91
2017-09-02T13:16:46Z,30.3114420,-97.7328220,194.2,0.0,163.1,24.48,0,89,0,89,89,89
2017-09-02T13:16:47Z,30.3113870,-97.7328380,194.2,0.0,169.6,24.12,0,89,0,89,89,89
2017-09-02T13:16:48Z,30.3113320,-97.7328550,194.0,0.0,176.3,24.12,0,89,0,89,89,89
2017-09-02T13:16:49Z,30.3112750,-97.7328760,194.0,0.0,182.5,23.759999999999998,0,86,0,86,86,86
2017-09-02T13:16:50Z,30.3112260,-97.7328960,194.0,0.0,188.3,23.040000000000003,0,85,0,85,85,85
2017-09-02T13:16:51Z,30.3111800,-97.7329180,194.0,0.0,193.4,21.96,0,83,0,83,83,83
2017-09-02T13:16:52Z,30.3111430,-97.7329360,193.8,0.0,198.0,20.52,0,83,0,83,83,83
2017-09-02T13:16:53Z,30.3111080,-97.7329530,193.6,0.0,202.5,18.720000000000002,0,83,0,83,83,83
2017-09-02T13:16:54Z,30.3110680,-97.7329740,193.6,0.0,207.1,17.64,0,81,0,81,81,81
2017-09-02T13:16:55Z,30.3110310,-97.7329970,193.4,0.0,211.9,16.92,0,81,0,81,81,81
2017-09-02T13:16:56Z,30.3109910,-97.7330220,193.2,0.0,217.1,16.92,0,81,0,81,81,81
2017-09-02T13:16:57Z,30.3109440,-97.7330500,193.2,0.0,222.6,17.64,0,81,0,81,81,81
2017-09-02T13:16:58Z,30.3109010,-97.7330720,193.2,0.0,228.4,18.720000000000002,0,82,0,82,82,82
2017-09-02T13:16:59Z,30.3108490,-97.7330990,193.0,0.0,234.3,19.44,0,82,0,82,82,82
2017-09-02T13:17:00Z,30.3108000,-97.7331260,193.0,0.0,240.4,20.52,0,83,0,83,83,83
2017-09-02T13:17:01Z,30.3107510,-97.7331540,192.8,0.0,246.6,21.240000000000002,0,84,0,84,84,84
2017-09-02T13:17:02Z,30.3107020,-97.7331850,192.6,0.0,252.9,21.96,0,85,0,85,85,85
2017-09-02T13:17:03Z,30.3106520,-97.7332150,192.6,0.0,259.3,22.32,0,86,0,86,86,86
2017-09-02T13:17:04Z,30.3105970,-97.7332500,192.4,0.0,265.9,22.68,0,87,0,87,87,87
