Time,Latitude,Longitude,Altitude,AltitudeDiff,Distance,Speed,Grade,HeartRate,Acceleration,HeartRate1min,HeartRate5min,HeartRate10min
2016-07-23T13:26:00Z,30.3133830,-97.7326770,175.8,0.0,0.0,0.0,0,78,0,78,78,78
2016-07-23T13:26:01Z,30.3133600,-97.7326700,175.8,0.0,2.1,0.0,0,78,0,78,78,78
2016-07-23T13:26:02Z,30.3133420,-97.7326640,175.8,0.0,4.1,7.5600000000000005,0,78,0,78,78,78
2016-07-23T13:26:03Z,30.3133290,-97.7326560,175.8,0.0,6.2,7.5600000000000005,0,77,0,77,77,77
2016-07-23T13:26:04Z,30.3133220,-97.7326400,175.8,0.0,8.2,7.5600000000000005,0,78,0,78,78,78
2016-07-23T13:26:05Z,30.3133190,-97.7326220,175.6,0.0,10.1,7.2,0,77,0,77,77,77
2016-07-23T13:26:06Z,30.3133050,-97.7326100,175.6,0.0,12.0,7.2,0,77,0,77,77,77
2016-07-23T13:26:07Z,30.3132890,-97.7326130,175.6,0.0,13.9,7.2,0,77,0,77,77,77
2016-07-23T13:26:08Z,30.3132680,-97.7326190,175.6,0.0,16.3,7.2,0,78,0,78,78,78
2016-07-23T13:26:09Z,30.3132390,-97.7326260,175.6,0.0,18.8,7.5600000000000005,0,79,0,79,79,79
2016-07-23T13:26:10Z,30.3132100,-97.7326320,175.6,0.0,22.2,8.64,0,80,0,80,80,80
2016-07-23T13:26:11Z,30.3131800,-97.7326400,175.6,0.0,26.0,10.08,0,81,0,81,81,81
2016-07-23T13:26:12Z,30.3131450,-97.7326490,175.6,0.0,29.9,11.520000000000001,0,82,0,82,82,82
2016-07-23T13:26:13Z,30.3131110,-97.7326470,175.4,0.0,33.9,12.6,0,82,0,82,82,82
2016-07-23T13:26:14Z,30.3130720,-97.7326490,175.4,0.0,37.8,13.68,0,81,0,81,81,81
2016-07-23T13:26:15Z,30.3130320,-97.7326500,175.2,0.0,41.7,14.04,0,82,0,82,82,82
2016-07-23T13:26:16Z,30.3130010,-97.7326650,175.2,0.0,45.4,14.04,0,82,0,82,82,82
2016-07-23T13:26:17Z,30.3129730,-97.7326820,175.2,0.0,49.1,13.68,0,81,0,81,81,81
2016-07-23T13:26:18Z,30.3129400,-97.7326950,175.0,0.0,53.0,13.68,0,82,0,82,82,82
2016-07-23T13:26:19Z,30.3129010,-97.7327010,175.0,0.0,56.9,13.68,0,82,0,82,82,82
2016-07-23T13:26:20Z,30.3128730,-97.7327070,174.8,0.0,60.8,13.68,0,81,0,81,81,81
2016-07-23T13:26:21Z,30.3128500,-97.7327250,174.8,0.0,64.8,14.04,0,81,0,81,81,81
2016-07-23T13:26:22Z,30.3128300,-97.7327450,174.8,0.0,68.9,14.4,0,81,0,81,81,81
2016-07-23T13:26:23Z,30.3128010,-97.7327470,174.8,0.0,72.9,14.4,0,79,0,79,79,79
