Time,Latitude,Longitude,Altitude,AltitudeDiff,Distance,Speed,Grade,HeartRate,Acceleration,HeartRate1min,HeartRate5min,HeartRate10min
2018-01-06T20:33:47Z,30.3133930,-97.7326590,107.2,0.0,0.0,0.0,0,75,0,75,75,75
2018-01-06T20:33:48Z,30.3133890,-97.7326430,107.2,0.0,0.0,0.0,0,75,0,75,75,75
2018-01-06T20:33:52Z,30.3133440,-97.7326440,107.0,0.0,0.0,0.0,0,77,0,77,77,77
2018-01-06T20:33:53Z,30.3133200,-97.7326560,107.0,0.0,2.7,1.8,0,78,0,78,78,78
2018-01-06T20:33:54Z,30.3132780,-97.7326500,107.0,0.0,7.3,4.32,0,80,0,80,80,80
2018-01-06T20:33:55Z,30.3132450,-97.7326590,106.8,0.0,10.8,5.4,0,83,0,83,83,83
2018-01-06T20:33:56Z,30.3132110,-97.7326570,106.8,0.0,14.5,6.48,0,84,0,84,84,84
2018-01-06T20:33:57Z,30.3131880,-97.7326660,106.6,0.0,17.0,12.24,0,85,0,85,85,85
2018-01-06T20:33:58Z,30.3131650,-97.7326810,106.6,0.0,19.9,12.24,0,85,0,85,85,85
2018-01-06T20:33:59Z,30.3131250,-97.7326880,106.4,0.0,24.3,12.24,0,85,0,85,85,85
2018-01-06T20:34:00Z,30.3130930,-97.7327040,106.6,0.0,28.0,12.24,0,85,0,85,85,85
2018-01-06T20:34:01Z,30.3130570,-97.7327080,106.4,0.0,32.0,12.6,0,85,0,85,85,85
2018-01-06T20:34:02Z,30.3130130,-97.7326910,106.4,0.0,37.1,14.4,0,85,0,85,85,85
2018-01-06T20:34:03Z,30.3129780,-97.7326780,106.4,0.0,41.1,15.120000000000001,0,84,0,84,84,84
2018-01-06T20:34:04Z,30.3129470,-97.7326410,106.2,0.0,45.9,15.48,0,83,0,83,83,83
2018-01-06T20:34:06Z,30.3129100,-97.7326140,106.2,0.0,50.7,13.32,0,83,0,83,83,83
2018-01-06T20:34:07Z,30.3128660,-97.7325980,106.2,0.0,55.8,13.32,0,83,0,83,83,83
2018-01-06T20:34:08Z,30.3128180,-97.7325880,106.0,0.0,61.2,14.4,0,84,0,84,84,84
2018-01-06T20:34:09Z,30.3127710,-97.7325810,106.0,0.0,66.4,14.76,0,86,0,86,86,86
2018-01-06T20:34:10Z,30.3127220,-97.7325770,106.0,0.0,71.8,15.48,0,87,0,87,87,87
2018-01-06T20:34:11Z,30.3126750,-97.7325720,105.8,0.0,77.0,19.08,0,89,0,89,89,89
2018-01-06T20:34:12Z,30.3126240,-97.7325670,105.6,0.0,82.6,19.44,0,90,0,90,90,90
2018-01-06T20:34:13Z,30.3125700,-97.7325680,105.6,0.0,88.6,19.8,0,90,0,90,90,90
2018-01-06T20:34:14Z,30.3125210,-97.7325700,105.6,0.0,94.1,19.8,0,91,0,91,91,91
2018-01-06T20:34:15Z,30.3124720,-97.7325730,105.6,0.0,99.4,19.8,0,91,0,91,91,91
2018-01-06T20:34:16Z,30.3124190,-97.7325730,105.6,0.0,105.3,20.52,0,92,0,92,92,92
2018-01-06T20:34:17Z,30.3123710,-97.7325740,105.4,0.0,110.6,20.16,0,94,0,94,94,94
2018-01-06T20:34:18Z,30.3123120,-97.7325790,105.2,0.0,117.2,20.52,0,95,0,95,95,95
2018-01-06T20:34:19Z,30.3122670,-97.7325950,105.2,0.0,122.4,20.52,0,95,0,95,95,95
2018-01-06T20:34:20Z,30.3122190,-97.7326080,105.0,0.0,127.8,20.52,0,95,0,95,95,95
2018-01-06T20:34:21Z,30.3121690,-97.7326200,104.8,0.0,133.4,20.16,0,94,0,94,94,94
2018-01-06T20:34:22Z,30.3121180,-97.7326280,104.6,0.0,139.1,20.52,0,95,0,95,95,95
2018-01-06T20:34:23Z,30.3120680,-97.7326410,104.6,0.0,144.7,19.8,0,95,0,95,95,95
2018-01-06T20:34:24Z,30.3120130,-97.7326550,104.6,0.0,151.0,20.52,0,96,0,96,96,96
2018-01-06T20:34:25Z,30.3119620,-97.7326680,104.4,0.0,156.8,20.88,0,96,0,96,96,96
2018-01-06T20:34:26Z,30.3119080,-97.7326810,104.4,0.0,162.8,21.240000000000002,0,95,0,95,95,95
2018-01-06T20:34:27Z,30.3118580,-97.7326870,104.4,0.0,168.5,21.240000000000002,0,95,0,95,95,95
2018-01-06T20:34:28Z,30.3117990,-97.7327040,104.2,0.0,175.1,21.96,0,94,0,94,94,94
2018-01-06T20:34:29Z,30.3117490,-97.7327150,104.2,0.0,180.8,21.6,0,95,0,95,95,95
2018-01-06T20:34:30Z,30.3116910,-97.7327310,104.4,0.0,187.4,21.96,0,96,0,96,96,96
