Time,Latitude,Longitude,Altitude,AltitudeDiff,Distance,Speed,Grade,HeartRate,Acceleration,HeartRate1min,HeartRate5min,HeartRate10min
2016-09-27T21:49:08Z,30.3131040,-97.7327130,194.6,0.0,3.8,0.0,0,75,0,75,75,75
2016-09-27T21:49:09Z,30.3130670,-97.7327160,194.4,0.0,7.6,0.0,0,74,0,74,74,74
2016-09-27T21:49:10Z,30.3130300,-97.7327050,194.6,0.0,11.5,14.04,0,74,0,74,74,74
2016-09-27T21:49:11Z,30.3130040,-97.7326860,193.8,0.0,14.8,13.32,0,74,0,74,74,74
2016-09-27T21:49:12Z,30.3129820,-97.7326630,194.2,0.0,18.1,12.96,0,74,0,74,74,74
2016-09-27T21:49:13Z,30.3129550,-97.7326430,194.0,0.0,21.0,12.24,0,74,0,74,74,74
2016-09-27T21:49:14Z,30.3129290,-97.7326340,193.8,0.0,23.8,11.520000000000001,0,73,0,73,73,73
2016-09-27T21:49:15Z,30.3129030,-97.7326280,193.8,0.0,26.6,10.8,0,73,0,73,73,73
2016-09-27T21:49:16Z,30.3128760,-97.7326240,193.6,0.0,29.7,10.8,0,73,0,73,73,73
2016-09-27T21:49:17Z,30.3128460,-97.7326210,193.6,0.0,33.2,10.8,0,74,0,74,74,74
2016-09-27T21:49:18Z,30.3128050,-97.7326180,193.6,0.0,37.2,11.520000000000001,0,75,0,75,75,75
2016-09-27T21:49:19Z,30.3127630,-97.7326150,193.6,0.0,41.7,12.96,0,76,0,76,76,76
2016-09-27T21:49:20Z,30.3127180,-97.7326140,193.6,0.0,46.7,14.4,0,78,0,78,78,78
2016-09-27T21:49:21Z,30.3126710,-97.7326200,193.6,0.0,52.0,16.2,0,80,0,80,80,80
2016-09-27T21:49:22Z,30.3126220,-97.7326230,193.4,0.0,57.6,17.64,0,81,0,81,81,81
2016-09-27T21:49:23Z,30.3125680,-97.7326260,193.2,0.0,63.5,19.08,0,83,0,83,83,83
2016-09-27T21:49:24Z,30.3125100,-97.7326300,193.2,0.0,69.7,20.16,0,85,0,85,85,85
2016-09-27T21:49:25Z,30.3124550,-97.7326380,193.0,0.0,76.2,21.240000000000002,0,86,0,86,86,86
2016-09-27T21:49:26Z,30.3123950,-97.7326420,193.0,0.0,82.8,22.32,0,87,0,87,87,87
2016-09-27T21:49:27Z,30.3123350,-97.7326470,193.0,0.0,89.7,23.040000000000003,0,88,0,88,88,88
2016-09-27T21:49:28Z,30.3122670,-97.7326530,192.8,0.0,96.6,23.759999999999998,0,88,0,88,88,88
2016-09-27T21:49:29Z,30.3122070,-97.7326650,192.8,0.0,103.6,24.48,0,88,0,88,88,88
2016-09-27T21:49:30Z,30.3121380,-97.7326790,192.8,0.0,111.0,25.2,0,89,0,89,89,89
