Time,Latitude,Longitude,Altitude,AltitudeDiff,Distance,Speed,Grade,HeartRate,Acceleration,HeartRate1min,HeartRate5min,HeartRate10min
2017-10-29T22:01:17Z,30.3128540,-97.7325910,200.2,0.0,0.0,0.0,0,89,0,89,89,89
2017-10-29T22:01:18Z,30.3128120,-97.7325910,200.2,0.0,4.7,0.0,0,91,0,91,91,91
2017-10-29T22:01:19Z,30.3127700,-97.7325970,200.2,0.0,9.4,0.0,0,93,0,93,93,93
2017-10-29T22:01:20Z,30.3127260,-97.7326020,200.2,0.0,14.3,17.28,0,94,0,94,94,94
2017-10-29T22:01:21Z,30.3126860,-97.7326070,199.6,0.0,18.8,16.92,0,96,0,96,96,96
2017-10-29T22:01:22Z,30.3126310,-97.7326150,199.8,0.0,25.0,18.0,0,98,0,98,98,98
2017-10-29T22:01:23Z,30.3125810,-97.7326210,199.8,0.0,30.5,18.720000000000002,0,99,0,99,99,99
2017-10-29T22:01:24Z,30.3125260,-97.7326310,199.6,0.0,36.7,19.8,0,101,0,101,101,101
2017-10-29T22:01:25Z,30.3124690,-97.7326510,199.8,0.0,43.4,20.88,0,102,0,102,102,102
2017-10-29T22:01:26Z,30.3124180,-97.7326520,199.6,0.0,49.1,21.96,0,103,0,103,103,103
2017-10-29T22:01:27Z,30.3123610,-97.7326600,199.2,0.0,55.4,21.96,0,103,0,103,103,103
2017-10-29T22:01:28Z,30.3123040,-97.7326690,199.0,0.0,61.8,22.68,0,103,0,103,103,103
2017-10-29T22:01:29Z,30.3122870,-97.7326720,198.8,0.0,63.8,19.44,0,103,0,103,103,103
2017-10-29T22:01:30Z,30.3122020,-97.7326850,198.4,0.0,73.3,21.6,0,103,0,103,103,103
2017-10-29T22:01:31Z,30.3121430,-97.7326890,198.0,0.0,79.9,22.32,0,103,0,103,103,103
2017-10-29T22:01:32Z,30.3120750,-97.7326970,198.0,0.0,87.5,23.040000000000003,0,106,0,106,106,106
2017-10-29T22:01:33Z,30.3120160,-97.7327100,198.4,0.0,94.2,23.400000000000002,0,108,0,108,108,108
2017-10-29T22:01:34Z,30.3119550,-97.7327220,198.6,0.0,101.1,27.0,0,108,0,108,108,108
2017-10-29T22:01:35Z,30.3118920,-97.7327340,198.6,0.0,108.2,25.2,0,109,0,109,109,109
2017-10-29T22:01:36Z,30.3118300,-97.7327470,198.6,0.0,115.2,25.56,0,109,0,109,109,109
2017-10-29T22:01:37Z,30.3117620,-97.7327610,198.6,0.0,122.9,25.56,0,109,0,109,109,109
2017-10-29T22:01:38Z,30.3116980,-97.7327740,198.6,0.0,130.1,25.92,0,109,0,109,109,109
2017-10-29T22:01:39Z,30.3116360,-97.7327950,198.4,0.0,137.3,25.92,0,108,0,108,108,108
2017-10-29T22:01:40Z,30.3115760,-97.7328080,198.2,0.0,144.1,25.92,0,108,0,108,108,108
2017-10-29T22:01:41Z,30.3115250,-97.7328220,198.2,0.0,149.9,24.840000000000003,0,107,0,107,107,107
