Time,Latitude,Longitude,Altitude,AltitudeDiff,Distance,Speed,Grade,HeartRate,Acceleration,HeartRate1min,HeartRate5min,HeartRate10min
2017-07-30T12:53:33Z,30.3127350,-97.7325210,182.2,0.0,3.9,0.0,0,83,0,83,83,83
2017-07-30T12:53:34Z,30.3126890,-97.7325230,182.2,0.0,8.1,0.0,0,85,0,85,85,85
2017-07-30T12:53:35Z,30.3126500,-97.7325270,182.2,0.0,12.3,0.0,0,85,0,85,85,85
2017-07-30T12:53:36Z,30.3126080,-97.7325290,182.4,0.0,16.6,15.120000000000001,0,84,0,84,84,84
2017-07-30T12:53:37Z,30.3125720,-97.7325270,182.0,0.0,20.9,15.48,0,84,0,84,84,84
2017-07-30T12:53:38Z,30.3125340,-97.7325290,182.2,0.0,25.3,15.48,0,84,0,84,84,84
2017-07-30T12:53:39Z,30.3124860,-97.7325270,182.2,0.0,29.6,15.48,0,84,0,84,84,84
2017-07-30T12:53:40Z,30.3124430,-97.7325310,182.0,0.0,34.1,15.840000000000002,0,85,0,85,85,85
2017-07-30T12:53:41Z,30.3123980,-97.7325390,181.8,0.0,39.1,16.2,0,86,0,86,86,86
2017-07-30T12:53:42Z,30.3123490,-97.7325430,181.8,0.0,44.3,16.92,0,86,0,86,86,86
2017-07-30T12:53:43Z,30.3123030,-97.7325530,181.8,0.0,49.7,17.64,0,87,0,87,87,87
2017-07-30T12:53:44Z,30.3122520,-97.7325580,181.6,0.0,55.4,18.720000000000002,0,88,0,88,88,88
2017-07-30T12:53:45Z,30.3121970,-97.7325720,181.6,0.0,61.1,19.44,0,88,0,88,88,88
2017-07-30T12:53:46Z,30.3121420,-97.7325810,181.6,0.0,67.1,20.16,0,88,0,88,88,88
2017-07-30T12:53:47Z,30.3120890,-97.7325860,181.6,0.0,73.1,20.88,0,88,0,88,88,88
2017-07-30T12:53:48Z,30.3120390,-97.7325970,181.4,0.0,79.1,21.240000000000002,0,88,0,88,88,88
2017-07-30T12:53:49Z,30.3119820,-97.7326100,181.4,0.0,85.1,21.240000000000002,0,88,0,88,88,88
2017-07-30T12:53:50Z,30.3119310,-97.7326210,181.4,0.0,91.1,21.6,0,87,0,87,87,87
2017-07-30T12:53:51Z,30.3118770,-97.7326360,181.2,0.0,97.1,21.6,0,86,0,86,86,86
2017-07-30T12:53:52Z,30.3118240,-97.7326430,181.2,0.0,103.1,21.6,0,87,0,87,87,87
2017-07-30T12:53:53Z,30.3117710,-97.7326520,181.2,0.0,109.2,21.6,0,88,0,88,88,88
2017-07-30T12:53:54Z,30.3117090,-97.7326620,181.2,0.0,115.7,21.96,0,89,0,89,89,89
2017-07-30T12:53:55Z,30.3116480,-97.7326750,181.0,0.0,122.3,22.32,0,90,0,90,90,90
2017-07-30T12:53:56Z,30.3116030,-97.7326880,180.8,0.0,129.1,23.040000000000003,0,91,0,91,91,91
2017-07-30T12:53:57Z,30.3115230,-97.7327070,180.8,0.0,136.2,23.759999999999998,0,92,0,92,92,92
2017-07-30T12:53:58Z,30.3114630,-97.7327230,180.6,0.0,143.4,24.48,0,92,0,92,92,92
2017-07-30T12:53:59Z,30.3113950,-97.7327450,180.4,0.0,150.7,25.2,0,93,0,93,93,93
2017-07-30T12:54:00Z,30.3113310,-97.7327680,180.4,0.0,158.1,25.92,0,93,0,93,93,93
2017-07-30T12:54:01Z,30.3112690,-97.7327950,180.2,0.0,165.5,26.28,0,93,0,93,93,93
2017-07-30T12:54:02Z,30.3112060,-97.7328200,180.2,0.0,173.1,26.64,0,93,0,93,93,93
2017-07-30T12:54:03Z,30.3111420,-97.7328470,180.2,0.0,180.6,26.64,0,93,0,93,93,93
2017-07-30T12:54:04Z,30.3110780,-97.7328760,180.0,0.0,188.1,27.0,0,93,0,93,93,93
2017-07-30T12:54:05Z,30.3110160,-97.7329110,180.0,0.0,195.6,27.0,0,93,0,93,93,93
2017-07-30T12:54:06Z,30.3109570,-97.7329470,180.0,0.0,203.0,27.0,0,92,0,92,92,92
2017-07-30T12:54:07Z,30.3108990,-97.7329780,179.8,0.0,210.2,26.64,0,92,0,92,92,92
2017-07-30T12:54:08Z,30.3108410,-97.7330090,179.8,0.0,217.1,26.28,0,92,0,92,92,92
2017-07-30T12:54:09Z,30.3107930,-97.7330430,179.8,0.0,224.1,25.92,0,91,0,91,91,91
2017-07-30T12:54:10Z,30.3107310,-97.7330810,179.8,0.0,231.2,25.56,0,91,0,91,91,91
