Time,Latitude,Longitude,Altitude,AltitudeDiff,Distance,Speed,Grade,HeartRate,Acceleration,HeartRate1min,HeartRate5min,HeartRate10min
2017-07-01T13:46:22Z,30.3123440,-97.7326330,204.0,0.0,0.0,0.0,0,92,0,92,92,92
2017-07-01T13:46:23Z,30.3123390,-97.7326340,204.0,0.0,0.5,1.8,0,91,0,91,91,91
2017-07-01T13:47:30Z,30.3122480,-97.7326060,203.6,0.0,0.5,0.0,0,90,0,90,90,90
2017-07-01T13:47:31Z,30.3122290,-97.7326070,203.6,0.0,2.8,0.0,0,92,0,92,92,92
2017-07-01T13:47:32Z,30.3122090,-97.7326100,203.6,0.0,5.3,0.36000000000000004,0,92,0,92,92,92
2017-07-01T13:47:33Z,30.3121860,-97.7326120,203.6,0.0,7.9,0.36000000000000004,0,92,0,92,92,92
2017-07-01T13:47:34Z,30.3121640,-97.7326160,203.6,0.0,10.5,0.36000000000000004,0,92,0,92,92,92
2017-07-01T13:47:35Z,30.3121420,-97.7326180,203.4,0.0,13.1,0.36000000000000004,0,92,0,92,92,92
2017-07-01T13:47:36Z,30.3121180,-97.7326220,203.4,0.0,15.7,9.360000000000001,0,91,0,91,91,91
2017-07-01T13:47:37Z,30.3120950,-97.7326240,203.4,0.0,18.4,9.360000000000001,0,92,0,92,92,92
2017-07-01T13:47:38Z,30.3120710,-97.7326240,203.4,0.0,21.1,9.360000000000001,0,92,0,92,92,92
2017-07-01T13:47:39Z,30.3120470,-97.7326230,203.4,0.0,23.7,9.360000000000001,0,91,0,91,91,91
2017-07-01T13:47:40Z,30.3120260,-97.7326260,203.2,0.0,26.3,9.360000000000001,0,92,0,92,92,92
2017-07-01T13:47:41Z,30.3120030,-97.7326290,203.2,0.0,29.0,9.72,0,92,0,92,92,92
2017-07-01T13:47:42Z,30.3119750,-97.7326350,203.2,0.0,31.9,9.72,0,91,0,91,91,91
2017-07-01T13:47:43Z,30.3119430,-97.7326410,203.2,0.0,34.8,9.72,0,91,0,91,91,91
2017-07-01T13:47:44Z,30.3119120,-97.7326470,203.2,0.0,38.2,10.44,0,90,0,90,90,90
2017-07-01T13:47:45Z,30.3118800,-97.7326530,203.2,0.0,42.0,11.16,0,90,0,90,90,90
2017-07-01T13:47:46Z,30.3118460,-97.7326600,203.2,0.0,45.8,12.24,0,90,0,90,90,90
2017-07-01T13:47:47Z,30.3118140,-97.7326660,203.2,0.0,49.8,12.96,0,90,0,90,90,90
2017-07-01T13:47:48Z,30.3117740,-97.7326730,203.2,0.0,53.8,13.68,0,90,0,90,90,90
2017-07-01T13:47:49Z,30.3117410,-97.7326830,203.2,0.0,57.8,14.04,0,91,0,91,91,91
2017-07-01T13:47:50Z,30.3117050,-97.7326920,203.2,0.0,61.7,14.04,0,90,0,90,90,90
2017-07-01T13:47:51Z,30.3116660,-97.7327000,203.2,0.0,65.9,14.4,0,92,0,92,92,92
2017-07-01T13:47:52Z,30.3116280,-97.7327090,203.4,0.0,70.3,14.76,0,92,0,92,92,92
2017-07-01T13:47:53Z,30.3115880,-97.7327210,203.4,0.0,74.7,15.120000000000001,0,92,0,92,92,92
2017-07-01T13:47:54Z,30.3115460,-97.7327350,203.4,0.0,79.3,15.48,0,93,0,93,93,93
2017-07-01T13:47:55Z,30.3115050,-97.7327440,203.4,0.0,83.8,15.840000000000002,0,93,0,93,93,93
2017-07-01T13:47:56Z,30.3114630,-97.7327570,203.2,0.0,88.3,16.2,0,92,0,92,92,92
2017-07-01T13:47:57Z,30.3114240,-97.7327700,203.2,0.0,93.0,16.2,0,93,0,93,93,93
2017-07-01T13:47:58Z,30.3113790,-97.7327860,203.0,0.0,97.9,16.56,0,93,0,93,93,93
2017-07-01T13:47:59Z,30.3113370,-97.7328010,203.0,0.0,102.9,16.92,0,93,0,93,93,93
2017-07-01T13:48:00Z,30.3112900,-97.7328190,202.8,0.0,108.1,17.64,0,94,0,94,94,94
2017-07-01T13:48:01Z,30.3112460,-97.7328360,202.8,0.0,113.3,18.0,0,94,0,94,94,94
2017-07-01T13:48:02Z,30.3112110,-97.7328500,202.6,0.0,118.2,18.0,0,93,0,93,93,93
2017-07-01T13:48:03Z,30.3111790,-97.7328660,202.6,0.0,122.0,17.28,0,93,0,93,93,93
2017-07-01T13:48:04Z,30.3111530,-97.7328780,202.8,0.0,125.3,16.2,0,93,0,93,93,93
2017-07-01T13:48:05Z,30.3111330,-97.7328880,202.8,0.0,128.2,14.4,0,91,0,91,91,91
2017-07-01T13:48:06Z,30.3111150,-97.7328950,202.8,0.0,130.8,12.6,0,91,0,91,91,91
2017-07-01T13:48:07Z,30.3111010,-97.7329010,202.6,0.0,133.3,10.8,0,91,0,91,91,91
2017-07-01T13:48:08Z,30.3110880,-97.7329070,202.6,0.0,135.0,9.360000000000001,0,91,0,91,91,91
2017-07-01T13:48:09Z,30.3110810,-97.7329100,202.4,0.0,136.5,7.920000000000001,0,91,0,91,91,91
